;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;expresso dalva eireli;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;ctrc;numero ct-e;numero do formulario;data emissao;tipo;unidade;cnpj remetente;nome remetente;cnpj destinatario;nome destinatario;cnpj pagador; nome pagador;uf;cidade;vlr frete;vlr juro; vlr desconto;valor liqu;data liquid;unidade liqui;forma liqu;banco ag. conta;fatura;data credito caixa;vendedor;cidade destino;uf destino;login;cod mercadoria
2;spo089587-3;1000305838;0;16/06/2023;cif;;71522460000128;japi s/a industria e comercio;25735267000158;cisco mat.const ltda;71522460000128;japi s/a industria e comerc a.;sp;jundiai;69,55;0;0;69,55;04/07/2023;mtz;banco;0136 005831 000077520;44270-4;05/07/2023;;unai;mg;lilia   ;1
2;spo089623-3;1000305852;0;16/06/2023;cif;;50949528001232;astra s/a ind e com - unid vi;20265666000189;repres gonzaga ltda me;50949528001232;astra s/a ind e com - unid  a.;sp;jundiai;75;0;0;75;04/07/2023;mtz;banco;0136 005831 000077520;44269-1;05/07/2023;;uberlandia;mg;lilia   ;1
2;spo089627-6;1000305863;0;16/06/2023;fob;;60621141000668;paumar s/a - industria e comercio;28849670000104;genilda da silva severino 90963270630 30001050;28849670000104;genilda da silva severino 9 c.;mg;ibia;180;0;0;180;04/07/2023;mtz;vista;0999 011111 111111111;;04/07/2023;;ibia;mg;davi    ;1
2;spo089638-1;1000305880;0;16/06/2023;cif;;50949528001232;astra s/a ind e com - unid vi;08510599000115;luciana lacerda braulio de andrade - me;50949528001232;astra s/a ind e com - unid  a.;sp;jundiai;75;0;0;75;04/07/2023;mtz;banco;0136 005831 000077520;44269-1;05/07/2023;;rio paranaiba;mg;lilia   ;1
2;spo089639-0;1000305881;0;16/06/2023;cif;;50949528001232;astra s/a ind e com - unid vi;27139772000165;e g constr ltda;50949528001232;astra s/a ind e com - unid  a.;sp;jundiai;75;0;0;75;04/07/2023;mtz;banco;0136 005831 000077520;44269-1;05/07/2023;;sao gotardo;mg;lilia   ;1
2;spo089640-3;1000305882;0;16/06/2023;cif;;50949528001232;astra s/a ind e com - unid vi;22280713000199;a tropical mat const ltda;50949528001232;astra s/a ind e com - unid  a.;sp;jundiai;174,2;0;0;174,2;04/07/2023;mtz;banco;0136 005831 000077520;44269-1;05/07/2023;;patrocinio;mg;lilia   ;1
2;spo089662-4;1000305895;0;19/06/2023;cif;;14889942000187;machparts industria e com. ltda;01855009000147;buritis comercial agricola ltda;14889942000187;machparts industria e com.  ..;sp;catanduva;170,45;0;0;170,45;04/07/2023;mtz;banco;0136 005831 000077520;44287-9;05/07/2023;;buritis;mg;lilia   ;1
2;spo089880-5;1000306125;0;21/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;41255997000108;rl2 atacadista ltda;74278219000193;reciclavel ind. e com. de e a.;sp;jau;215,46;0;0;215,46;04/07/2023;mtz;banco;0136 005831 000077520;44834-6;05/07/2023;;aparecida de goiania;go;lilia   ;21
2;spo089892-9;1000306119;0;21/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;35822073000143;rede de conveniencia 2000 ltda;74278219000193;reciclavel ind. e com. de e a.;sp;jau;152,73;0;0;152,73;04/07/2023;mtz;banco;0136 005831 000077520;44908-3;05/07/2023;;araxa;mg;lilia   ;21
2;spo089893-7;1000306132;0;21/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;35822073000224;rede de conveniencia 2000 ltda;74278219000193;reciclavel ind. e com. de e a.;sp;jau;152,73;0;0;152,73;04/07/2023;mtz;banco;0136 005831 000077520;44908-3;05/07/2023;;araxa;mg;lilia   ;21
2;spo089894-5;1000306118;0;21/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;46994972000140;liderpack embalagens ltda;74278219000193;reciclavel ind. e com. de e a.;sp;jau;497,5;0;0;497,5;04/07/2023;mtz;banco;0136 005831 000077520;44908-3;05/07/2023;;araxa;mg;lilia   ;21
2;spo089898-8;1000306129;0;21/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;05735210000141;mineirissimo centro de compras ltda - epp;74278219000193;reciclavel ind. e com. de e a.;sp;jau;181,13;0;0;181,13;04/07/2023;mtz;banco;0136 005831 000077520;44834-6;05/07/2023;;guimarania;mg;lilia   ;21
2;spo090114-8;1000306358;0;22/06/2023;fob;;22365912000108;abm equipamentos;26064287000107;ceramica art-plan ltda;26064287000107;ceramica art-plan ltda ..;mg;monte carmelo;280;0;0;280;04/07/2023;mtz;banco;0136 005831 000077520;44713-7;05/07/2023;;monte carmelo;mg;lilia   ;1
2;spo090146-6;1000306394;0;22/06/2023;fob;;00948070000176;sandro ferreira leite - me;49291478000107;luiz pereira marques;49291478000107;luiz pereira marques c.;go;goiania;155,49;0;0;155,49;04/07/2023;mtz;prazo;0104 001697 000000959;;04/07/2023;;goiania;go;lilia   ;1
2;spo090500-3;1000306738;0;27/06/2023;fob;;22365912000108;abm equipamentos;26064287000107;ceramica art-plan ltda;26064287000107;ceramica art-plan ltda ..;mg;monte carmelo;300;0;0;300;04/07/2023;mtz;banco;0136 005831 000077520;44839-7;05/07/2023;;monte carmelo;mg;lilia   ;1
2;spo090519-4;1000306772;0;27/06/2023;fob;;38244743000180;fenix industria metalurgica ltda;01566996000160;mauricio jose peres epp;01566996000160;mauricio jose peres epp c.;mg;guarda-mor;159,09;0;9,09;150;04/07/2023;mtz;vista;0999 011111 111111111;;04/07/2023;;guarda-mor;mg;davi    ;1
2;spo090570-4;1000306802;0;27/06/2023;fob;;53393690000152;quimesp quimica ltda;71331334000196;comercial agrovat ltda;71331334000196;comercial agrovat ltda c.;mg;vazante;250;0;13;237;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;vazante;mg;davi    ;1
2;spo090595-0;1000306827;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;13749839000179;comercial gyn embalagens ltda;07178066000115;a. m. p. industria e comerc a.;sp;jau;1.180,60;0;0;1.180,60;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;goiania;go;lilia   ;21
2;spo090596-8;1000306826;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;05488166000112;h.b comercio embalagens ltda;07178066000115;a. m. p. industria e comerc a.;sp;jau;284,9;0;0;284,9;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;goiania;go;lilia   ;21
2;spo090597-6;1000306825;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;08926045000101;oleci alves gouveia eireli me;07178066000115;a. m. p. industria e comerc a.;sp;jau;2.704,08;0;0;2.704,08;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;goiania;go;lilia   ;21
2;spo090602-6;1000306821;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;29044977000192;s r ferreira comercio de embalagens;07178066000115;a. m. p. industria e comerc a.;sp;jau;413,24;0;0;413,24;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;goiania;go;lilia   ;21
2;spo090603-4;1000306820;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;36950212000187;armazem do acougueiro com. e distribuidora de tripas eireli;07178066000115;a. m. p. industria e comerc a.;sp;jau;687,74;0;0;687,74;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;anapolis;go;lilia   ;21
2;spo090604-2;1000306819;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;17592588000112;cleide gomes dos santos cipriano 03272938109;07178066000115;a. m. p. industria e comerc a.;sp;jau;553,48;0;0;553,48;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;anapolis;go;lilia   ;21
2;spo090607-7;1000306817;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;09182011000104;dirson da silva e cia ltda - me;07178066000115;a. m. p. industria e comerc a.;sp;jau;4.435,42;0;0;4.435,42;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;araguaina;to;lilia   ;21
2;spo090609-3;1000306816;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;09182011000104;dirson da silva e cia ltda - me;07178066000115;a. m. p. industria e comerc a.;sp;jau;4.377,54;0;0;4.377,54;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;araguaina;to;lilia   ;21
2;spo090615-8;1000306840;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;16888237000190;gpack comercio de embalagens ltda - epp;07178066000115;a. m. p. industria e comerc a.;sp;jau;1.830,11;0;0;1.830,11;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;goiania;go;lilia   ;21
2;spo090616-6;1000306839;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;04457938000196;g o embalagens ltda - me;07178066000115;a. m. p. industria e comerc a.;sp;jau;1.507,92;0;0;1.507,92;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;goiania;go;lilia   ;21
2;spo090617-4;1000306838;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;31362906000180;silva distribuidora de embalagens eireli;07178066000115;a. m. p. industria e comerc a.;sp;jau;2.695,32;0;0;2.695,32;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;caldas novas;go;lilia   ;21
2;spo090620-4;1000306835;0;28/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;32046307000110;supermercado vipe ltda;74278219000193;reciclavel ind. e com. de e a.;sp;jau;323,18;0;0;323,18;04/07/2023;mtz;banco;0136 005831 000077520;44908-3;05/07/2023;;tupaciguara;mg;lilia   ;21
2;spo090623-9;1000306832;0;28/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;50394425000109;embalagens mendonca ltda;74278219000193;reciclavel ind. e com. de e a.;sp;jau;152,73;0;0;152,73;04/07/2023;mtz;banco;0136 005831 000077520;44908-3;05/07/2023;;uberlandia;mg;lilia   ;21
2;spo090626-3;1000306830;0;28/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;32977847000117;fabio henrique janini 69602344687;74278219000193;reciclavel ind. e com. de e a.;sp;jau;593,83;0;0;593,83;04/07/2023;mtz;banco;0136 005831 000077520;44908-3;05/07/2023;;uberlandia;mg;lilia   ;21
2;spo090708-1;1000306900;0;28/06/2023;cif;;74278219000193;reciclavel ind. e com. de emb. eireli;20867474000142;mr comercial de alimentos ltda.;74278219000193;reciclavel ind. e com. de e a.;sp;jau;452,89;0;0;452,89;04/07/2023;mtz;banco;0136 005831 000077520;44834-6;05/07/2023;;araguari;mg;lilia   ;21
2;spo090710-3;1000306902;0;28/06/2023;cif;;07178066000115;a. m. p. industria e comercio;27517957000166;francisco balbino da silva neto 10084215100;07178066000115;a. m. p. industria e comerc a.;sp;jau;420,65;0;0;420,65;04/07/2023;mtz;banco;0136 005831 000077520;44865-6;05/07/2023;;anapolis;go;lilia   ;21
2;spo090745-6;1000307037;0;29/06/2023;fob;;14713431000100;j c n industria e comercio ltd;71331334000196;comercial agrovat ltda;71331334000196;comercial agrovat ltda c.;mg;vazante;180;0;9;171;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;vazante;mg;davi    ;1
2;spo090854-1;1000307091;0;29/06/2023;fob;;50607788000177;damian comercio atacado e vendas de mercadorias em geral ltd;00005477714441;kel max batista dutra;00005477714441;kel max batista dutra c.;mg;patos de minas;180;0;0;180;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;patos de minas;mg;davi    ;1
2;spo090938-6;1000307184;0;30/06/2023;fob;;38946392000159;lv artigos ceramicos ltda;03608534000193;caes cia ltda;03608534000193;caes cia ltda ..;mg;patrocinio;170;0;0;170;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;patrocinio;mg;davi    ;1
2;spo090954-8;1000307201;0;30/06/2023;fob;;38244743000180;fenix industria metalurgica ltda;02806049000161;imacebra acabamentos e madeiras ltda me;02806049000161;imacebra acabamentos e made c.;mg;vazante;159,09;0;9,09;150;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;vazante;mg;davi    ;1
2;udi008833-1;1000008767;0;07/06/2023;fob;;06201691000178;arantes materiais de construcoes eireli;50949528001232;astra s/a ind e com - unid vi;50949528001232;astra s/a ind e com - unid  a.;sp;jundiai;75;0;0;75;04/07/2023;mtz;banco;0136 005831 000077520;44269-1;05/07/2023;;jundiai;sp;lilia   ;1
2;udi008844-7;1000008776;0;12/06/2023;cif;;71522460000128;japi s/a industria e comercio;53296273003298;black e decker do brasil ltda;71522460000128;japi s/a industria e comerc a.;sp;jundiai;219,51;0;0;219,51;04/07/2023;mtz;banco;0136 005831 000077520;44270-4;05/07/2023;;uberaba;mg;lilia   ;1
2;udi008850-1;1000008784;0;13/06/2023;fob;;22685341002809;lima eamp pergher industria e comercio s/a;14301937000101;adriana sales martins 72885378620;14301937000101;adriana sales martins 72885 c.;mg;paracatu;150;0;0;150;04/07/2023;mtz;banco;0136 005831 000077520;44359-0;05/07/2023;;paracatu;mg;lilia   ;1
2;udi008873-1;1000008807;0;14/06/2023;cif;;42951806000377;macbras industria e comercio de telecomunicacaes;12075501000116;elda dias gonzaga silva;42951806000377;macbras industria e comerci c.;mg;uberlandia;100;0;0;100;04/07/2023;mtz;banco;0136 005831 000077520;44289-5;05/07/2023;;paracatu;mg;lilia   ;1
2;udi008892-7;1000008826;0;15/06/2023;cif;;09252646000807;falcao industria e comercio de;40587614000136;ozeias da silva santos 08915483600-00015562;09252646000807;falcao industria e comercio c.;mg;uberlandia;270;0;0;270;04/07/2023;mtz;banco;0136 005831 000077520;44284-4;05/07/2023;;paracatu;mg;lilia   ;1
2;udi008895-1;1000008829;0;16/06/2023;cif;;65386757000100;marca metalurgia e servicos ltda;25834847000100;cooperativa agropecuaria unai;65386757000100;marca metalurgia e servicos c.;mg;uberlandia;431,95;0;0;431,95;04/07/2023;mtz;banco;0136 005831 000077520;44533-9;05/07/2023;;unai;mg;lilia   ;21
2;udi008896-0;1000008830;0;16/06/2023;fob;;04374549000105;grupo ficc importacao e exportacao ltda;21289101000102;gabriel alves vieira medeiros 08019091637;21289101000102;gabriel alves vieira medeir c.;mg;coromandel;54,88;0;0;54,88;04/07/2023;mtz;banco;0136 005831 000077520;44303-4;05/07/2023;;coromandel;mg;lilia   ;1
2;udi008904-4;1000008838;0;16/06/2023;fob;;10986500000106;inforparts tecnologia em equip;37552537000174;bonata industria e comercio de;37552537000174;bonata industria e comercio c.;mg;coromandel;39,7;0;0;39,7;04/07/2023;mtz;banco;0136 005831 000077520;44312-3;05/07/2023;;coromandel;mg;lilia   ;1
2;uds003624-2;0;0;19/05/2023;cif;;46965484000104;solvminas tintas e solventes ltda;22052186000165;j r tintas ltda;46965484000104;solvminas tintas e solvente ..;mg;uberlandia;0,01;0;0,01;0;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;paracatu;mg;davi    ;1
2;uds003778-8;0;0;03/07/2023;cif;;29049513000179;willemita sondagens ltda.;21924295000324;auto tintas uniao ltda;29049513000179;willemita sondagens ltda. b.;mg;vazante;0,01;0;0,01;0;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;uberlandia;mg;lilia   ;1
2;uds003781-8;0;0;03/07/2023;fob;;23001861000190;refrigeracao uber ltda;12734785000105;marcelo eustaquio do amaral;12734785000105;marcelo eustaquio do amaral c.;mg;coromandel;35;0;0;35;04/07/2023;mtz;prazo;0999 011111 111111111;;04/07/2023;;coromandel;mg;davi    ;1
2;gyn002359-1;1000002314;0;18/05/2023;fob;;20589304000224;w d petrocheli industria e comercio ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;130;0;0;130;05/07/2023;cor;banco;0136 005831 000077520;43303-9;06/07/2023;;unai;mg;lilia   ;1
2;gyn002398-1;1000002353;0;26/05/2023;fob;;04584726000412;moto brasil pecas e acessorios ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;118,53;0;0;118,53;05/07/2023;cor;banco;0136 005831 000077520;43793-0;06/07/2023;;unai;mg;lilia   ;1
2;gyn002465-1;1000002420;0;06/06/2023;fob;;06338087000198;moderna comercial de papeis lt;03721769000600;masterboi ltda;03721769000600;masterboi ltda a.;to;nova olinda;140;0;0;140;05/07/2023;cor;banco;0136 005831 000077520;44178-3;06/07/2023;max     ;nova olinda;to;lilia   ;1
2;gyn002475-9;1000002430;0;06/06/2023;cif;;15436096000102;plastika industria, comercio e;00289348000736;kingspan isoeste construtivos isotermicos s a;15436096000102;plastika industria, comerci c.;go;goiania;2.600,00;0;590,75;2.009,25;05/07/2023;cor;banco;0136 005831 000077520;44415-4;06/07/2023;max     ;cambui;mg;lilia   ;1
2;gyn002514-3;1000002469;0;14/06/2023;fob;;12332917000172;adicontec ingredientes ltda;20044201000106;boi branco - me;20044201000106;boi branco - me c.;mg;coromandel;184,3;0;0;184,3;05/07/2023;cor;banco;0136 005831 000077520;44420-1;06/07/2023;;coromandel;mg;lilia   ;1
2;spo086553-2;1000302783;0;11/05/2023;fob;;34470940000166;centralplast distribuidora de embalagens eireli;00003579520652;julio cesar jacob;00003579520652;julio cesar jacob c3;mg;ituiutaba;230;0;0;230;05/07/2023;cor;banco;0104 001697 000000959;44202-0;05/07/2023;;ituiutaba;mg;lilia   ;1
2;spo086743-8;1000302991;0;15/05/2023;fob;;60948551000103;lombard industria eletro mecanica ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;251,57;0;0;251,57;05/07/2023;cor;banco;0136 005831 000077520;43466-3;06/07/2023;;unai;mg;lilia   ;1
2;spo086757-8;1000303029;0;15/05/2023;fob;;41609590000131;va comercio de artigos de celu;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;1.960,00;0;0;1.960,00;05/07/2023;cor;banco;0136 005831 000077520;43466-3;06/07/2023;;unai;mg;lilia   ;1
2;spo086799-3;1000303071;0;16/05/2023;fob;;07147518000100;profer - forjaria e usinagem ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;413,69;0;0;413,69;05/07/2023;cor;banco;0136 005831 000077520;43466-3;06/07/2023;;unai;mg;lilia   ;1
2;spo086802-7;1000303092;0;16/05/2023;fob;;04461753000155;atrai aditivos de cimento;10332968000179;am multi pedras ltda;10332968000179;am multi pedras ltda ..;mg;ituiutaba;300;7;0;307;05/07/2023;cor;banco;0136 005831 000077520;44186-4;06/07/2023;;ituiutaba;mg;lilia   ;1
2;spo086841-8;1000303155;0;16/05/2023;fob;;03974269000167;ponto quatro limeira ltda;25834847001840;cooperativa agropecuaria unai;25834847001840;cooperativa agropecuaria un c.;mg;unai;288,35;0;0;288,35;05/07/2023;cor;banco;0136 005831 000077520;43304-7;06/07/2023;;unai;mg;lilia   ;1
2;spo086890-6;1000303199;0;17/05/2023;fob;;46020863000121;coforja correntes e acessorios brasil ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;583,75;0;0;583,75;05/07/2023;cor;banco;0136 005831 000077520;43303-9;06/07/2023;;unai;mg;lilia   ;1
2;spo087050-1;1000303330;0;17/05/2023;fob;;74586124000137;cap-lab industria e comercio l;25834847001840;cooperativa agropecuaria unai;25834847001840;cooperativa agropecuaria un c.;mg;unai;300;0;0;300;05/07/2023;cor;banco;0136 005831 000077520;43304-7;06/07/2023;;unai;mg;lilia   ;1
2;spo087051-0;1000303298;0;17/05/2023;fob;;00398022000232;pro-analise quimica e diagnostica ltda.;25834847001840;cooperativa agropecuaria unai;25834847001840;cooperativa agropecuaria un c.;mg;unai;230;0;0;230;05/07/2023;cor;banco;0136 005831 000077520;43304-7;06/07/2023;;unai;mg;lilia   ;1
2;spo087176-1;1000303448;0;18/05/2023;fob;;04881305000100;alumisilva com de aluminio e a;44291023000178;prime esquadrias unai ltda;44291023000178;prime esquadrias unai ltda b2;mg;unai;2.300,00;0;0;2.300,00;05/07/2023;cor;banco;0104 001697 000000959;43318-7;05/07/2023;;unai;mg;lilia   ;1
2;spo087238-5;1000303488;0;19/05/2023;fob;;00319979000165;sulpack ind de maq. p/ emb ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;156,63;0;0;156,63;05/07/2023;cor;banco;0136 005831 000077520;43303-9;06/07/2023;;unai;mg;lilia   ;1
2;spo087314-4;1000303575;0;22/05/2023;fob;;44909067000119;metalurgica garden ind. e com. ltda.;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;573,03;0;0;573,03;05/07/2023;cor;banco;0136 005831 000077520;43466-3;06/07/2023;;unai;mg;lilia   ;1
2;spo087493-1;1000303750;0;23/05/2023;fob;;07858943000107;thamys produtos especiais ltda epp;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;1.957,81;0;0;1.957,81;05/07/2023;cor;banco;0136 005831 000077520;43466-3;06/07/2023;;unai;mg;lilia   ;1
2;spo087720-4;1000303973;0;25/05/2023;fob;;59473231000165;chemtall produtos quimicos eireli;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;404,65;0;0;404,65;05/07/2023;cor;banco;0136 005831 000077520;43793-0;06/07/2023;;unai;mg;lilia   ;1
2;spo087747-6;1000304017;0;25/05/2023;fob;;60869468000300;sultan ind e com de artefatos;20374767000198;antonio carlos veloso 04840175608;20374767000198;antonio carlos veloso 04840 ..;mg;buritis;1.383,76;0;183,76;1.200,00;05/07/2023;cor;banco;0136 005831 000077520;43783-2;06/07/2023;;buritis;mg;lilia   ;1
2;spo087840-5;1000304109;0;26/05/2023;fob;;57211997000146;marcon industria metalurgica ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;417,03;0;0;417,03;05/07/2023;cor;banco;0136 005831 000077520;43793-0;06/07/2023;;unai;mg;lilia   ;1
2;spo087989-4;1000304222;0;29/05/2023;fob;;54947551000196;induscomel ind com. corr. massari ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;147,73;0;0;147,73;05/07/2023;cor;banco;0136 005831 000077520;43793-0;06/07/2023;;unai;mg;lilia   ;1
2;spo088016-7;1000304279;0;29/05/2023;fob;;56941685000125;lubefer ind. e com. ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;240,5;0;0;240,5;05/07/2023;cor;banco;0136 005831 000077520;43793-0;06/07/2023;;unai;mg;lilia   ;1
2;spo088083-3;1000304342;0;30/05/2023;fob;;47055959000198;industria mecanica panegossi;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;161,92;0;0;161,92;05/07/2023;cor;banco;0136 005831 000077520;43793-0;06/07/2023;;unai;mg;lilia   ;1
2;spo088102-3;1000304355;0;30/05/2023;fob;;57211997000146;marcon industria metalurgica ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;367,6;0;0;367,6;05/07/2023;cor;banco;0136 005831 000077520;43793-0;06/07/2023;;unai;mg;lilia   ;1
2;spo088373-5;1000304618;0;31/05/2023;fob;;05165959000281;santo tomas ind e com;25834847001840;cooperativa agropecuaria unai;25834847001840;cooperativa agropecuaria un c.;mg;unai;2.600,00;0;0;2.600,00;05/07/2023;cor;banco;0136 005831 000077520;43794-8;06/07/2023;;unai;mg;lilia   ;1
2;spo088416-2;1000304758;0;01/06/2023;fob;;24194559000168;rosemary da silva mendes - me;03721769000600;masterboi ltda;03721769000600;masterboi ltda a.;to;nova olinda;400;0;0;400;05/07/2023;cor;banco;0136 005831 000077520;44179-1;06/07/2023;max     ;nova olinda;to;lilia   ;1
2;spo088512-6;1000304768;0;02/06/2023;fob;;12492368000101;kseg comercial ltda;03721769000600;masterboi ltda;03721769000600;masterboi ltda a.;to;nova olinda;650;0;0;650;05/07/2023;cor;banco;0136 005831 000077520;44180-5;06/07/2023;max     ;nova olinda;to;lilia   ;1
2;spo088724-2;1000304960;0;05/06/2023;fob;;03246317001253;ideal work uniformes e e.p.i. ltda;07614412000160;silva equipamentos seguranca l;07614412000160;silva equipamentos seguranc c.;mg;paracatu;502,64;10,39;0;513,03;05/07/2023;cor;banco;0136 005831 000077520;44384-1;06/07/2023;;paracatu;mg;lilia   ;1
2;spo088903-2;1000305207;0;07/06/2023;fob;;20454007000190;acos e perfilados iguatemi eireli;22437735000110;silas rodrigues borges e cia ltda - 035937/01;22437735000110;silas rodrigues borges e ci ..;mg;santa juliana;430,55;10,06;0;440,61;05/07/2023;cor;banco;0136 005831 000077520;44220-8;06/07/2023;;santa juliana;mg;lilia   ;20
2;spo088941-5;1000305189;0;07/06/2023;fob;;36427615000146;carbografite equipamentos industriais ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;297,49;0;0;297,49;05/07/2023;cor;banco;0136 005831 000077520;44136-8;06/07/2023;;unai;mg;lilia   ;1
2;spo088948-2;1000305221;0;07/06/2023;cif;;30691476000187;aea marginal tiete dist mat el;01428030000166;centro educacional hyarte - ml;30691476000187;aea marginal tiete dist mat b.;sp;sao paulo;150;3,1;0;153,1;05/07/2023;cor;banco;0136 005831 000077520;44278-0;06/07/2023;wanderle;paracatu;mg;lilia   ;1
2;spo088963-6;1000305211;0;07/06/2023;fob;;20526189000168;megatec coml importacao exp lt;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;317,09;0;0;317,09;05/07/2023;cor;banco;0136 005831 000077520;44136-8;06/07/2023;;unai;mg;lilia   ;1
2;spo088967-9;1000305223;0;07/06/2023;fob;;21284408000102;glace comercio e beneficiament;01617617000113;darc aparecida borges goncalves - me;01617617000113;darc aparecida borges gonca c.;mg;coromandel;200;4,91;0;204,91;05/07/2023;cor;banco;0136 005831 000077520;44068-0;06/07/2023;;coromandel;mg;lilia   ;1
2;spo089006-5;1000305273;0;09/06/2023;fob;;02938119000135;incer ind. nacional de ceramica ltda;25834847000100;cooperativa agropecuaria unai;25834847000100;cooperativa agropecuaria un a.;mg;unai;147,73;0;0;147,73;05/07/2023;cor;banco;0136 005831 000077520;44326-3;06/07/2023;;unai;mg;lilia   ;1
2;spo089133-9;1000305384;0;12/06/2023;fob;;91404251000197;plaxmetal s/a - ind. de cad. c;07972969000173;wanderlan correia guimaraes;07972969000173;wanderlan correia guimaraes b.;mg;paracatu;846,59;0;0;846,59;05/07/2023;cor;banco;0136 005831 000077520;44387-5;06/07/2023;;paracatu;mg;lilia   ;22
2;spo089150-9;1000305414;0;12/06/2023;fob;;43594977000197;galzerano industria de carrinh;09260573000129;calcados e confeccoes mussaenda ltda me;09260573000129;calcados e confeccoes mussa ..;mg;paracatu;742,5;15,35;0;757,85;05/07/2023;cor;banco;0136 005831 000077520;44362-0;06/07/2023;;paracatu;mg;lilia   ;22
2;spo089179-7;1000305449;0;12/06/2023;fob;;51333797000180;sodramar industria e comercio ltda.;02031582000107;joao carlos fonseca me;02031582000107;joao carlos fonseca me b.;mg;joao pinheiro;250;5,17;0;255,17;05/07/2023;cor;banco;0136 005831 000077520;44396-4;06/07/2023;;joao pinheiro;mg;lilia   ;1
