posto portal da bahia 1 eireli                                                                                                                 04/03/2024 10:00
---------------------------------------------------------------------------------------------------------------------------------------------------------------

                                                                         contas pagas
                                                                 empresa: 1 - portal da bahia
                                                                conta: 2.1.1 - contas a pagar
                                                               período: 01/03/2024 a 31/03/2024
                                                                     agrupar: não agrupar


+------------+-----------+------------+--------------------+----------+--------------------+---------------+------------+----------+----------+---------------+
| pagamento  | documento | vencimento |     fornecedor     | c. part. |     observação     | valor título  |  desconto  |  multa   |  juros   |   valor pago  |
| 04/03/2024 | 170011568 | 05/02/2024 | raizen combustivei | 1.2      |                    |     25.234,69 |       0,00 |     0,00 |     0,00 |     25.234,69 |
| 04/03/2024 | 303500599 | 05/02/2024 | raizen combustivei | 1.2      |                    |      1.790,00 |       0,00 |     0,00 |     0,00 |      1.790,00 |
| 04/03/2024 | 170052196 | 05/02/2024 | raizen combustivei | 1.2      |                    |    276.946,53 |       0,00 |     0,00 |     0,00 |    276.946,53 |
| 04/03/2024 | 170018157 | 05/02/2024 | raizen combustivei | 1.2      |                    |    167.289,13 |       0,00 |     0,00 |     0,00 |    167.289,13 |
| 04/03/2024 | 170011567 | 05/02/2024 | raizen combustivei | 1.2      |                    |    102.947,16 |       0,00 |     0,00 |     0,00 |    102.947,16 |
| 04/03/2024 | 169910136 | 05/02/2024 | raizen combustivei | 1.2      |                    |     25.385,34 |       0,00 |     0,00 |     0,00 |     25.385,34 |
| 04/03/2024 | 169910137 | 07/02/2024 | raizen combustivei | 1.2      |                    |    181.563,53 |       0,00 |     0,00 |     0,00 |    181.563,53 |
| 04/03/2024 | 170052198 | 07/02/2024 | raizen combustivei | 1.2      |                    |     27.192,56 |       0,00 |     0,00 |     0,00 |     27.192,56 |
| 04/03/2024 | 170052197 | 07/02/2024 | raizen combustivei | 1.2      |                    |     25.607,29 |       0,00 |     0,00 |     0,00 |     25.607,29 |
| 04/03/2024 | 170058061 | 08/02/2024 | raizen combustivei | 1.2      |                    |    165.264,05 |       0,00 |     0,00 |     0,00 |    165.264,05 |
| 04/03/2024 | 170058960 | 08/02/2024 | raizen combustivei | 1.2      |                    |     25.356,21 |       0,00 |     0,00 |     0,00 |     25.356,21 |
| 04/03/2024 | 700580062 | 08/02/2024 | raizen combustivei | 1.2      |                    |    110.176,04 |       0,00 |     0,00 |     0,00 |    110.176,04 |
| 04/03/2024 | 170058063 | 08/02/2024 | raizen combustivei | 1.2      |                    |     26.991,70 |       0,00 |     0,00 |     0,00 |     26.991,70 |
| 04/03/2024 | 170067780 | 15/02/2024 | raizen combustivei | 1.2      |                    |    179.036,06 |       0,00 |     0,00 |     0,00 |    179.036,06 |
| 04/03/2024 | 170158997 | 19/02/2024 | raizen combustivei | 1.2      |                    |     26.836,54 |       0,00 |     0,00 |     0,00 |     26.836,54 |
| 04/03/2024 | 701194146 | 19/02/2024 | raizen combustivei | 1.2      |                    |     58.436,85 |       0,00 |     0,00 |     0,00 |     58.436,85 |
| 04/03/2024 | 170155510 | 19/02/2024 | raizen combustivei | 1.2      |                    |    108.952,61 |       0,00 |     0,00 |     0,00 |    108.952,61 |
| 04/03/2024 | 170155513 | 19/02/2024 | raizen combustivei | 1.2      |                    |     27.238,15 |       0,00 |     0,00 |     0,00 |     27.238,15 |
| 04/03/2024 | 170158972 | 19/02/2024 | raizen combustivei | 1.2      |                    |     27.238,15 |       0,00 |     0,00 |     0,00 |     27.238,15 |
| 04/03/2024 | 017015512 | 19/02/2024 | raizen combustivei | 1.2      |                    |     80.509,61 |       0,00 |     0,00 |     0,00 |     80.509,61 |
| 04/03/2024 | 170184035 | 22/02/2024 | raizen combustivei | 1.2      |                    |     84.580,18 |       0,00 |     0,00 |     0,00 |     84.580,18 |
| 04/03/2024 | 170184036 | 22/02/2024 | raizen combustivei | 1.2      |                    |    142.481,15 |       0,00 |     0,00 |     0,00 |    142.481,15 |
| 04/03/2024 | 170194123 | 26/02/2024 | raizen combustivei | 1.2      |                    |    107.532,95 |       0,00 |     0,00 |     0,00 |    107.532,95 |
| 04/03/2024 | 170194157 | 26/02/2024 | raizen combustivei | 1.2      |                    |     25.527,39 |       0,00 |     0,00 |     0,00 |     25.527,39 |
| 04/03/2024 | 170194124 | 26/02/2024 | raizen combustivei | 1.2      |                    |     26.883,24 |       0,00 |     0,00 |     0,00 |     26.883,24 |
| 04/03/2024 | 170194122 | 26/02/2024 | raizen combustivei | 1.2      |                    |    161.299,42 |       0,00 |     0,00 |     0,00 |    161.299,42 |
| 04/03/2024 | 303515454 | 26/02/2024 | raizen combustivei | 1.2      |                    |      2.450,26 |       0,00 |     0,00 |     0,00 |      2.450,26 |
| 04/03/2024 | 170204168 | 26/02/2024 | raizen combustivei | 1.2      |                    |     26.330,93 |       0,00 |     0,00 |     0,00 |     26.330,93 |
| 04/03/2024 | 170204167 | 26/02/2024 | raizen combustivei | 1.2      |                    |    107.131,23 |       0,00 |     0,00 |     0,00 |    107.131,23 |
| 04/03/2024 | 170204166 | 26/02/2024 | raizen combustivei | 1.2      |                    |    187.479,65 |       0,00 |     0,00 |     0,00 |    187.479,65 |
| 04/03/2024 | 170237759 | 28/02/2024 | raizen combustivei | 1.2      |                    |     76.537,14 |       0,00 |     0,00 |     0,00 |     76.537,14 |
| 04/03/2024 | 170237760 | 28/02/2024 | raizen combustivei | 1.2      |                    |     24.897,55 |       0,00 |     0,00 |     0,00 |     24.897,55 |
| 04/03/2024 | 170237761 | 28/02/2024 | raizen combustivei | 1.2      |                    |    104.058,10 |       0,00 |     0,00 |     0,00 |    104.058,10 |
| 04/03/2024 | 170237758 | 28/02/2024 | raizen combustivei | 1.2      |                    |    104.058,10 |       0,00 |     0,00 |     0,00 |    104.058,10 |
| 04/03/2024 | 170247440 | 29/02/2024 | raizen combustivei | 1.2      |                    |    103.716,64 |       0,00 |     0,00 |     0,00 |    103.716,64 |
| 04/03/2024 | 170247441 | 29/02/2024 | raizen combustivei | 1.2      |                    |     25.427,02 |       0,00 |     0,00 |     0,00 |     25.427,02 |
+------------+-----------+------------+--------------------+----------+--------------------+---------------+------------+----------+----------+---------------+
| total                                                                                    |  4.365.592,86 |       0,00 |     0,00 |     0,00 |  4.365.592,86 |
+------------------------------------------------------------------------------------------+---------------+------------+----------+----------+---------------+
